No,Institution_name,Item_desp,Supplier_name,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num
44235,Western Cape - Health,PPE002 Surgical masks for healt care workers,LIORA MEDICAL SUPPLIES,0,30,304290,0,5/5/2021,"R9,128,700.00",5/12/2021,"R9,128,700",9128700,9128700
44237,Western Cape - Health,PPE010 Boot covers,MEDICAL PLANT AFRICA,0,2.07,250000,0,5/5/2021,"R517,500.00",5/12/2021,"R517,500",517500,517500
44238,Mpumalanga - Health,PPE015 Non-sterile examination gloves,Promed Technologies,0,181.59,2500,Box of 100,5/5/2021,"R453,974.00",8/3/2021,"R453,963",453963,453974
44244,Western Cape - Health,Security,CITY SECURITY SERVICES,0,"8,932.40",1,0,5/5/2021,"R8,932.40",5/12/2021,"R8,932",8932,8932.4
44252,Gauteng - Health,Gown hospital large s/sleeve single use,LOGAN MEDICAL AND SURGICAL,0,6.9,2000,Each,5/6/2020,"R13,800.00",,R0,0,13800
44253,Gauteng - Health,Gown hospital medium s/sleeve disposable,LOGAN MEDICAL AND SURGICAL,0,5.98,1000,Each,5/6/2020,"R5,980.00",,R0,0,5980
44254,Gauteng - Health,Gown hospital x-large s/sleev single use,LOGAN MEDICAL AND SURGICAL,0,8.05,2000,Each,5/6/2020,"R16,100.00",,R0,0,16100
44255,Gauteng - Health,Gown surgical large non-wov blue sterile,Promed Technologies,0,23.83,7000,Each,5/6/2020,"R166,810.00",,R0,0,166810
44256,Gauteng - Health,Gown surgical med non-woven blue sterile,Promed Technologies,0,23.14,5000,Each,5/6/2020,"R115,700.00",,R0,0,115700
44257,Gauteng - Health,Gown surgical sml non-woven blue sterile,Promed Technologies,0,22.46,2000,Each,5/6/2020,"R44,920.00",,R0,0,44920
44260,Eastern Cape Public Works,Infrastructure,Thiyane Contractors,Upgrade of Health Facilitiy- Bambisana Hospital,"580,472.93",10,Other UOM,5/6/2020,"R5,804,729.33",16/07/2020,"R5,729,760",5729760,5804729.33
44261,Eastern Cape Public Works,Infrastructure,SNZN Construction,Upgrade of Health Facilitiy- Nompumelelo Hospital,"84,745.96",3,Other UOM,5/6/2020,"R254,237.88",14/05/2020,"R254,238",254238,254237.88
44262,Eastern Cape Public Works,Infrastructure,NLG Group CC,Upgrade of Health Facilitiy- Victoria Hospital,"221,500.58",3,Other UOM,5/6/2020,"R664,501.74",14/05/2020,"R664,502",664502,664501.74
44263,Eastern Cape Public Works,Infrastructure,Athindura Trading,Upgrade of Health Facilitiy-Sir Henry,"586,822.37",10,Other UOM,5/6/2020,"R5,868,223.74",25/08/2020,"R5,854,179",5854179,5868223.74
44264,Eastern Cape Public Works,Infrastructure,Athindura Trading,Upgrade of Health Facilitiy-Sir Henry (Mthatha General),"179,993.10",10,Other UOM,5/6/2020,"R1,799,931.01",18/06/2020,"R1,679,769",1679769,1799931.01
44265,Eastern Cape Public Works,Infrastructure,Nontembiso Projects Pty Ltd,Upgrade of Health Facilitiy-SS Gida Hospital,"94,412.41",3,Other UOM,5/6/2020,"R283,237.23",14/05/2020,"R282,297",282297,283237.23
44266,Gauteng - Health,Mask face 3ply loops with tie disposable,GIVEN EXCLUSIVE PROJECTS,0,17.5,300000,Each,5/6/2020,"R5,250,000.00",,R0,0,5250000
44267,Gauteng - Health,Mask face surgical typ1 fluid single use,GIVEN EXCLUSIVE PROJECTS,0,68,400000,Other UOM,5/6/2020,"R27,200,000.00",,"R32,450,000",32450000,27200000
44351,Eastern Cape - South African Social Security Agency,PPE017 2 Layer fabric cloth masks,Cador Multi purpose Co-op,0,0,100,Each,5/6/2020,"R4,000.00",29/05/2020,"R4,000",4000,4000
44399,Public Works,PPE021 Sanitising of buildings,SHABBA MAN TRADING,0,38.68,2044,per m2,5/6/2020,"R79,066.00",,R0,0,79066
44425,Western Cape - Health,Infrastructure,TOP LOOS,0,805,1,0,5/6/2021,R805.00,7/9/2021,R805,805,805
44426,Western Cape - Health,Infrastructure,TOP LOOS,0,805,1,0,5/6/2021,R805.00,8/6/2021,R805,805,805
44427,Western Cape - Health,Infrastructure,TOP LOOS,0,"1,610.00",2,0,5/6/2021,"R3,220.00",7/9/2021,"R3,220",3220,3220
44428,Western Cape - Health,Infrastructure,TOP LOOS,0,"1,610.00",2,0,5/6/2021,"R3,220.00",8/6/2021,"R3,220",3220,3220
44431,Western Cape - Health,Other,TOP LOOS,Hire of Urinal Toilet,"1,840.00",1,0,5/6/2021,"R1,840.00",5/12/2021,"R1,840",1840,1840
44435,Western Cape - Health,PPE000 Other PPEs,BIDVEST SERVICES,"CLEANING , SERVICE, VARIOUS HEALTH FACILITIES","6,225.29",2,0,5/6/2021,"R12,450.57",19/05/2021,"R12,451",12451,12450.57
44436,Western Cape - Health,PPE001 Surgical masks for patients,ALLENCO MEDICAL AND DENTAL SUPPLIES,0,12.43,200,0,5/6/2021,"R2,486.00",5/12/2021,"R2,486",2486,2486
44445,Western Cape - Education,PPE021 Sanitising of buildings,CONNOR PEST CONTROL SERVICE,0,14.46,91,per m2,5/6/2021,R0.00,21/05/2021,"R1,316",1316,0
44446,Western Cape - Health,Security,GREYSTONE TRADING 389,0,"7,145.92",1,Each,5/6/2021,"R7,145.92",6/4/2021,"R7,146",7146,7145.92
44450,Gauteng - Health,Apron plastic full body blue 25/pack,ONEALL DISTRIBUTORS,0,90,2000,Other UOM,5/7/2020,"R180,000.00",,"R180,000",180000,180000
44451,Gauteng - Health,Apron plastic full body white single use,CENTRAL MEDICAL,0,0.32,5000,Each,5/7/2020,"R1,600.00",,R0,0,1600
44455,Gauteng - Health,Dusks mask various sizes 2020 FFP2,BEADICA 423,0,41.36,100000,Each,5/7/2020,"R4,136,000.00",,"R59,636,000",59636000,4136000
44461,Gauteng - Health,Gown for men large according to spec,ARCHIBALD TRADING AND PROJECTS,0,243.25,2000,Each,5/7/2020,"R486,500.00",6/9/2020,"R486,500",486500,486500
44462,Gauteng - Health,Gown surgic high risk dispos large blue,Promed Technologies,0,23.83,4000,Each,5/7/2020,"R95,320.00",,R0,0,95320
44463,Gauteng - Health,Gown surgical high risk dispos med blue,Promed Technologies,0,23.14,4000,Each,5/7/2020,"R92,560.00",,R0,0,92560
44464,Gauteng - Health,Gown surgical high risk dispos XL blue,Promed Technologies,0,20,4000,Each,5/7/2020,"R80,000.00",,R0,0,80000
44465,Gauteng - Health,Gown surgical l/sleeves large maz blue,GISO WANE ENTERPRISES,0,245.5,2000,Each,5/7/2020,"R491,000.00",8/11/2020,"R491,000",491000,491000
44466,Eastern Cape Public Works,Infrastructure,Noziqonga Trading CC,Upgrade of Health Facilitiy- Isilimela Hospital,"91,570.59",10,Other UOM,5/7/2020,"R915,705.90",18/08/2020,"R813,599",813599,915705.9
44467,Eastern Cape Public Works,Infrastructure,Sakhe Construction,Upgrade of Health Facilitiy- Maclear Hospital,"871,810.92",4,Other UOM,5/7/2020,"R3,487,243.68",23/07/2020,"R3,487,243",3487243,3487243.68
44468,Eastern Cape Public Works,Infrastructure,Vitsha Trading,Upgrade of Health Facilitiy- St Elizabeth,"84,499.12",10,Other UOM,5/7/2020,"R844,991.25",5/7/2020,"R758,591",758591,844991.25
44469,Eastern Cape Public Works,Infrastructure,Imvusa Trading 491 CC,Upgrade of Health Facilitiy-Empilisweni Hospital,"939,024.45",6,Other UOM,5/7/2020,"R5,634,146.70",8/6/2020,"R4,339,756",4339756,5634146.7
44470,Eastern Cape Public Works,Infrastructure,Botani Construction CC,Upgrade of Health Facilitiy-Zithulele Hospital,"97,751.15",10,Other UOM,5/7/2020,"R977,511.50",6/10/2020,"R923,663",923663,977511.5
44471,Gauteng - Infrastructure Development,Infrastructure,Royal Andy Trading Enterprise,Screen walls for Covid -19 wards at CHBAH,0,0,Other UOM,5/7/2020,"R6,955,593.00",24/07/2020,"R6,955,539",6955539,6955593
44472,Kwazulu Natal - Health,Infrastructure,SSA Consulting Engineers (Pty) Ltd,Installation of Oxygen Supply Infrastructure for 4 Field Hospitals,"78,648.04",1,Each,5/7/2020,"R78,648.04",31/10/2020,"R78,370",78370,78648.04
44473,Western Cape - Health,Infrastructure,ARJO HUNTLEIGH SA,0,"1,758.31",4,EA,5/7/2020,"R7,033.24",28/10/2020,"R7,033",7033,7033.24
44474,Gauteng - Health,Mask face surgical typ1 fluid single use,Chemical World,0,14.95,120,per m2,5/7/2020,"R1,794.00",,R0,0,1794
44475,Gauteng - Health,Mask face surgical typ1 fluid single use,BEADICA 423,0,12.5,3000000,Other UOM,5/7/2020,"R37,500,000.00",,R0,0,37500000
44476,Gauteng - Health,Mask face theatre bacterial filtration,D V S TRADING ENTERPRISE,0,675,400,Box of 100,5/7/2020,"R270,000.00",,"R270,000",270000,270000
44477,Gauteng - Health,Mask surgical type N95;1 s,BEADICA 423,0,60,300000,Other UOM,5/7/2020,"R18,000,000.00",,R0,0,18000000
44492,Mpumalanga - Health,Other,BLEVILLA,A3 printing paper,"1,999.80",1200,0,5/7/2020,"R9,709,640.00",5/11/2020,R0,0,9709640
44493,Mpumalanga - Health,Other,BLEVILLA,A4 printing paper,996,2900,0,5/7/2020,"R9,709,640.00",5/11/2020,R0,0,9709640
44494,Mpumalanga - Health,Other,VAKASHA TRAVEL,Accomodation,"7,440.00",1,Other UOM,5/7/2020,"R9,360.00",2/11/2021,"R7,440",7440,9360
44495,Mpumalanga - Health,Other,BLEVILLA,Battery DC 3V X AAA(18 PER PACK),376,2000,0,5/7/2020,"R9,709,640.00",5/11/2020,R0,0,9709640
44496,Mpumalanga - Health,Other,BLEVILLA,Black pen click pen,58,1200,0,5/7/2020,"R9,709,640.00",5/11/2020,R0,0,9709640
44497,Mpumalanga - Health,Other,BLEVILLA,Jumbo rolls disposable paper,599.98,6000,0,5/7/2020,"R9,709,640.00",5/11/2020,R0,0,9709640
44498,Mpumalanga - Health,Other,VAKASHA TRAVEL,T&S DOM: Food &bever,"1,200.00",1,Other UOM,5/7/2020,"R9,360.00",2/11/2021,"R1,200",1200,9360
44499,Mpumalanga - Health,Other,VAKASHA TRAVEL,Travel Agency fees,"7,440.00",1,Other UOM,5/7/2020,"R9,360.00",2/11/2021,R720,720,9360
44504,Public Works,Other,EZAMABAMBA TRADING,Decontamination of the facility,55.18,2557,per m2,5/7/2020,"R141,089.13",,R0,0,141089.13
44508,Western Cape - Health,Other,DESTRIBIZ,Hiring Service,"25,300.00",1,EA,5/7/2020,"R25,300.00",28/10/2020,"R25,300",25300,25300
44554,Kwazulu Natal - Education,PPE011 Digital thermometer,Makab Suppliers (PTY) LTD,0,"2,300.00",200,Each,5/7/2020,"R460,000.00",6/8/2020,"R460,000",460000,460000
44555,Kwazulu Natal - Health,PPE011 Digital thermometer,Good Example Trading and Projects,0,"2,196.50",6000,Each,5/7/2020,"R13,179,000.00",6/3/2020,"R13,179,000",13179000,13179000
44652,Western Cape - Health,Human resources-services,PREMIUM CONSULTING,0,"24,964.20",1,0,5/7/2021,"R24,964.20",13/08/2021,"R24,964",24964,24964.2
44653,Western Cape - Health,Human resources-services,PREMIUM CONSULTING,0,"9,832.50",1,0,5/7/2021,"R9,832.50",16/07/2021,"R9,833",9833,9832.5
44654,Western Cape - Health,Human resources-services,PREMIUM PERSONNEL,0,"6,210.00",1,Each,5/7/2021,"R6,210.00",18/06/2021,"R6,210",6210,6210
44655,Western Cape - Health,Human resources-services,HEALTH STAFF,0,"1,645.17",3,0,5/7/2021,"R4,935.50",26/05/2021,"R4,936",4936,4935.5
44656,Mpumalanga - Human Settlements,Infrastructure,Lihuzu Projects,0,"3,500,000.00",10,Each,5/7/2021,"R35,000,000.00",5/6/2021,"R7,284,382",7284382,35000000
44662,Western Cape - Health,Other,BOLAND TRAVEL PAARL,ACCOMMODATION,285,1,Each,5/7/2021,R285.00,6/4/2021,R285,285,285
44663,Western Cape - Health,Other,BOLAND TRAVEL PAARL,ACCOMMODATION,285,1,Each,5/7/2021,R285.00,18/06/2021,R285,285,285
44664,Western Cape - Health,Other,BOLAND TRAVEL PAARL,ACCOMMODATION,495,25,Each,5/7/2021,"R12,375.00",18/06/2021,"R12,375",12375,12375
44665,Western Cape - Health,Other,BOLAND TRAVEL PAARL,ACCOMMODATION,855,4,0,5/7/2021,"R3,420.00",5/12/2021,"R3,420",3420,3420
44666,Western Cape - Health,Other,BOLAND TRAVEL PAARL,ACCOMMODATION,495,8,Each,5/7/2021,"R3,960.00",6/4/2021,"R3,960",3960,3960
44667,Western Cape - Health,Other,TRIPLE PEAKS COMMODITIES,KITCHEN AND FOOD APPLIANCES,2.3,500,0,5/7/2021,"R1,150.00",5/12/2021,"R1,150",1150,1150
44668,Western Cape - Health,Other,PREMIUM PERSONNEL,LAPTOP LOCK SET,"6,727.50",1,Each,5/7/2021,"R6,727.50",25/06/2021,"R6,728",6728,6727.5
44670,Western Cape - Health,PPE000 Other PPEs,TSEBO SOLUTIONS GROUP,CLEANING,"43,107.35",1,0,5/7/2021,"R43,107.35",26/05/2021,"R43,107",43107,43107.35
44678,Western Cape - Education,PPE021 Sanitising of buildings,LEOVSA,0,"1,500.00",1,Each,5/7/2021,R0.00,14/05/2021,"R1,500",1500,0
44681,Western Cape - Health,Security,DELTA CORPORATE SECURITY SERVICES,0,"15,730.68",1,0,5/7/2021,"R15,730.68",5/12/2021,"R15,731",15731,15730.68
44682,Western Cape - Health,Security,DELTA CORPORATE SECURITY SERVICES,0,"277,114.39",1,0,5/7/2021,"R277,114.39",26/05/2021,"R277,114",277114,277114.39
44683,Gauteng - Health,Body bag waterproof with side zip large,Meddreg Technology,0,59.8,500,Each,5/8/2020,"R29,900.00",,R0,0,29900
44684,Gauteng - Health,Body bag waterproof with side zip medium,Meddreg Technology,0,52.9,500,Each,5/8/2020,"R26,450.00",,R0,0,26450
44696,Eastern Cape - South African Social Security Agency,Food parcels,Kwasa Food supplies,0,"7,200.00",0,Each,5/8/2020,"R1,183,200.00",6/9/2020,"R1,183,200",1183200,1183200
44697,Eastern Cape - South African Social Security Agency,Food parcels,Kwasa Food supplies,0,"12,000.00",0,Each,5/8/2020,"R996,000.00",26/05/2020,"R996,000",996000,996000
44700,Gauteng - Health,Gown isolation large 116x56x167x5x38cm,LOGAN MEDICAL AND SURGICAL,0,34.5,5000,Each,5/8/2020,"R172,500.00",,R0,0,172500
44701,Gauteng - Health,Gown isolation x-large 127x62x172x5x39cm,LOGAN MEDICAL AND SURGICAL,0,40.25,5000,Each,5/8/2020,"R201,250.00",,R0,0,201250
44702,Gauteng - Health,Gown surgical high risk dispos XL blue,LOGAN MEDICAL AND SURGICAL,0,20,2000,Each,5/8/2020,"R40,000.00",,R0,0,40000
44703,Gauteng - Health,Gown surgical unsterile large blue,LOGAN MEDICAL AND SURGICAL,0,6.9,1800,Each,5/8/2020,"R12,420.00",,R0,0,12420
44706,Kwazulu Natal - Health,Infrastructure,RGZ Projects,0,"30,000,000.00",1,Other UOM,5/8/2020,"R30,000,000.00",,"R30,000,000",30000000,30000000
44738,Kwazulu Natal - Health,Other,Arjo Huntleigh South Africa (Pty) Ltd,Matress for hospital,"1,055.48",59,Each,5/8/2020,"R105,548.00",10/5/2020,"R62,273",62273,105548
44739,Kwazulu Natal - Health,Other,New Horizon Metals CC,Patient stretchers/trolley,"7,374.20",1,Each,5/8/2020,"R7,374.20",15/05/2020,"R7,374",7374,7374.2
44740,Kwazulu Natal - Health,Other,SSEM Mthembu Medical,"Suction Unit, Electrical Mobile","5,385.17",19,Each,5/8/2020,"R5,385.17",17/04/2020,"R5,385",5385,5385.17
44741,Kwazulu Natal - Health,Other,SSEM Mthembu Medical,"Suction Unit, Electrical Wall Mounted Single","1,800.10",113,Each,5/8/2020,"R203,411.30",17/06/2020,"R203,411",203411,203411.3
44742,Kwazulu Natal - Health,Other,SSEM Mthembu Medical,"Suction Unit, Electrical Wall Mounted Single","1,800.10",42,Each,5/8/2020,"R75,604.20",17/04/2020,"R75,604",75604,75604.2
44743,Kwazulu Natal - Health,Other,SSEM Mthembu Medical,"Suction Unit, Electrical Wall Mounted Single","1,800.10",68,Each,5/8/2020,"R122,406.80",17/04/2020,"R122,407",122407,122406.8
44744,Kwazulu Natal - Health,Other,B BRAUN MEDICAL,Syringe Pumps,"8,070.18",10,Each,5/8/2020,"R80,701.80",27/05/2020,"R80,702",80702,80701.8
44745,Kwazulu Natal - Health,Other,RESPIRATORY CARE AFRICA,Vital Signs Monitor on a mobile stand,"16,315.54",41,Each,5/8/2020,"R668,937.14",8/12/2020,"R668,937",668937,668937.14
44746,Kwazulu Natal - Health,Other,Class Three Medical Solution (Pty) Ltd,Vital Signs Monitor on a mobile stand,"16,315.54",59,Each,5/8/2020,"R962,616.86",17/07/2020,"R962,617",962617,962616.86
44747,Kwazulu Natal - Health,Other,East Coast Medical CC,Wall suction unit,"1,961.17",32,Each,5/8/2020,"R62,757.44",17/07/2020,"R62,757",62757,62757.44
44748,Kwazulu Natal - Health,Other,Thokomala Mobility Services,"Wheelchair, porter type with drip rod","3,753.06",11,Each,5/8/2020,"R41,283.66",17/07/2020,"R41,284",41284,41283.66
44749,Kwazulu Natal - Health,Other,Thokomala Mobility Services,"Wheelchair, porter type with drip rod","3,269.27",13,Each,5/8/2020,"R42,500.51",18/05/2020,"R42,501",42501,42500.51
44781,Western Cape - Education,PPE000 Other PPEs,MASIQAME TRADING,Gloves,75.66,1030,Box of 100,5/8/2020,"R77,929.80",10/9/2020,"R77,930",77930,77929.8
44782,Western Cape - Education,PPE000 Other PPEs,MASIQAME TRADING,Gloves,92.81,228,Box of 100,5/8/2020,"R21,160.68",10/9/2020,"R21,161",21161,21160.68
44783,Western Cape - Education,PPE000 Other PPEs,MASIQAME TRADING,Gloves,92.81,80,Box of 100,5/8/2020,"R7,424.80",10/8/2020,"R7,425",7425,7424.8
44784,Western Cape - Education,PPE000 Other PPEs,MASIQAME TRADING,Soap,635.53,1736,25 Litre,5/8/2020,"R1,103,280.08",10/9/2020,"R1,103,280",1103280,1103280.08
44785,Western Cape - Education,PPE000 Other PPEs,MASIQAME TRADING,Soap,595.18,2596,25 Litre,5/8/2020,"R1,545,087.28",22/10/2020,"R1,545,087",1545087,1545087.28
44786,Western Cape - Education,PPE000 Other PPEs,MASIQAME TRADING,Soap,635.53,2674,25 Litre,5/8/2020,"R1,699,407.22",10/9/2020,"R1,699,407",1699407,1699407.22
44787,Western Cape - Education,PPE000 Other PPEs,MASIQAME TRADING,Soap,595.18,3001,25 Litre,5/8/2020,"R1,786,135.18",30/10/2020,"R1,786,135",1786135,1786135.18
44788,Western Cape - Education,PPE000 Other PPEs,MASIQAME TRADING,Soap,595.18,3876,25 Litre,5/8/2020,"R2,306,917.68",10/9/2020,"R2,306,918",2306918,2306917.68
44789,Western Cape - Education,PPE000 Other PPEs,MASIQAME TRADING,Soap,615.35,4478,25 Litre,5/8/2020,"R2,755,537.30",10/9/2020,"R2,755,537",2755537,2755537.3
44790,Western Cape - Education,PPE000 Other PPEs,MASIQHAME TRADING 1057,Soap,615.35,4843,25 Litre,5/8/2020,R0.00,22/12/2020,"R2,980,140",2980140,0
44791,Western Cape - Education,PPE000 Other PPEs,MASIQAME TRADING,Soap,615.35,5429,25 Litre,5/8/2020,"R3,340,735.15",10/9/2020,"R3,340,735",3340735,3340735.15
44792,Western Cape - Education,PPE000 Other PPEs,MASIQAME TRADING,Soap,595.18,8190,25 Litre,5/8/2020,"R4,874,524.20",10/9/2020,"R4,874,524",4874524,4874524.2
44798,Kwazulu Natal - Health,PPE002 Surgical masks for healt care workers,PROMED TECHNOLOGIES (PTY) LTD,0,12.31,50000,Each,5/8/2020,"R6,152,500.00",26/05/2020,"R6,152,500",6152500,6152500
44817,Eastern Cape - South African Social Security Agency,PPE011 Digital thermometer,ASIPHUMEZE TRADING,0,0,50,Each,5/8/2020,"R240,000.00",22/05/2020,"R240,000",240000,240000
44844,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQAME TRADING,0,0,0,25 Litre,5/8/2020,"R4,424,217.72",30/10/2020,"R4,424,218",4424218,4424217.72
44845,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQAME TRADING,0,262.28,10039,25 Litre,5/8/2020,"R2,633,028.92",10/9/2020,"R2,633,029",2633029,2633028.92
44846,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQAME TRADING,0,262.28,11834,25 Litre,5/8/2020,"R3,103,821.52",22/10/2020,"R3,103,822",3103822,3103821.52
44847,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQAME TRADING,0,272.37,4079,25 Litre,5/8/2020,"R1,110,997.23",10/9/2020,"R1,110,997",1110997,1110997.23
44848,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQAME TRADING,0,272.37,4871,25 Litre,5/8/2020,"R1,326,714.27",10/9/2020,"R1,326,714",1326714,1326714.27
44849,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQAME TRADING,0,254.28,5502,25 Litre,5/8/2020,"R1,399,048.56",22/10/2020,"R1,399,049",1399049,1399048.56
44850,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQAME TRADING,0,254.21,6000,25 Litre,5/8/2020,"R1,525,260.00",16/10/2020,"R1,525,260",1525260,1525260
44851,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQAME TRADING,0,254.21,8212,25 Litre,5/8/2020,"R2,087,572.52",10/9/2020,"R2,087,573",2087573,2087572.52
44852,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQHAME TRADING 1057,Disinfectant,262.28,2268,25 Litre,5/8/2020,R0.00,23/04/2021,"R594,851",594851,0
44915,Western Cape - Education,PPE020 Hand sanitisers and disinfectants,MASIQHAME TRADING 1057,0,615.35,1039,25 Litre,5/8/2020,R0.00,23/04/2021,"R639,349",639349,0
44916,Western Cape - Education,PPE020 Hand sanitisers and disinfectants,MASIQHAME TRADING 1057,0,262.28,4910,25 Litre,5/8/2020,R0.00,22/12/2020,"R1,287,795",1287795,0
44923,Public Works,PPE021 Sanitising of buildings,Pitoza Trading (pty)ltd,Decontamination at PTA High Court,0,0,per m2,5/8/2020,"R386,203.00",6/11/2020,"R386,203",386203,386203
44924,Public Works,PPE021 Sanitising of buildings,Onahk Urban Solutions,Decontamination Atteridgeville Magistrate,0,0,per m2,5/8/2020,"R211,020.00",,"R211,020",211020,211020
44925,Public Works,PPE021 Sanitising of buildings,Fine FIX Supply and Projects,Decontamination Bronkhortspruit Magistrate,0,0,per m2,5/8/2020,"R102,924.00",23/06/2020,"R102,924",102924,102924
44926,Public Works,PPE021 Sanitising of buildings,Eco-Refined Solution,Decontamination Cullinan Magistrate,0,0,per m2,5/8/2020,"R96,840.00",30/06/2020,"R96,840",96840,96840
44927,Public Works,PPE021 Sanitising of buildings,Bogamphetse Business Enterprise,Decontamination Ekangala Magistrate,0,0,per m2,5/8/2020,"R87,652.15",19/06/2020,"R87,652",87652,87652.15
44928,Public Works,PPE021 Sanitising of buildings,Mosegodimpo Trading and Projects,Decontamination Mamelodi Magistrate,0,0,per m2,5/8/2020,"R118,974.00",24/06/2020,"R118,974",118974,118974
